10066,10232
10149,10468
10186,10468
10193,10468
10468,10468
10479,10468
10730,10468
10741,10468
10780,10468
10872,10468
10875,10468
10930,10468
11022,10648
11086,10654
11246,10723
11287,11167
11310,11294
11333,11640
11597,11734
11777,11889
11792,12467
11840,12643
11979,12770
12158,13041
12181,13090
12195,13271
12228,13305
12421,13367
12550,13430
12562,13436
12710,13454
12809,13587
12823,13692
13086,13692
13147,13898
13148,14090
13164,14259
13253,14555
13342,14656
13423,14656
13498,14656
13590,14656
13672,14656
13692,14656
14002,14656
14017,14925
14047,15216
14231,15242
14381,15732
14450,16201
14541,16250
14572,16313
14652,16480
14656,16758
14709,16770
14733,16770
14963,16770
15461,16770
15588,16770
15632,16770
15647,16770
15719,16770
15750,16770
15863,16770
15881,16770
15882,16770
15913,16770
15974,16770
16352,16770
16406,16770
16563,16770
16770,16770
16790,17347
16845,17423
16955,17617
17039,17623
17145,17637
17210,17932
17338,18079
17365,18139
17516,18415
17558,18763
17846,18816
17944,19018
17956,19236
18172,19398
18237,19406
18252,19432
18337,19553
18402,19586
18422,19586
18549,19586
18561,19586
18606,19586
18631,19586
18665,19586
18734,19586
18747,19586
18782,19586
18962,19586
18973,19586
18994,19586
19023,19586
19078,19594
19101,19742
19220,19770
19229,19897
19543,19898
19554,19909
19586,19912
19621,20187
19624,20187
19692,20187
19832,20187
19865,20187
20079,20187
20138,20187
20187,20187
20217,20187
20290,20187
20382,20187
20570,20187
20620,20187
20687,20187
20941,20187
20986,20187
21085,20430
21112,20442
21121,20450
21233,20551
21353,21498
21358,22314
21443,22488
21520,22488
21537,22488
21603,22488
21755,22597
21891,22642
22012,23011
22237,23040
22242,23131
22366,23192
22418,23208
22419,23254
22455,23335
22488,23412
22495,23509
22680,23658
22732,23752
22768,24024
22929,24195
22983,24551
23038,24598
23056,24937
23059,25016
23150,25419
23250,25431
23358,25646
23390,26033
23409,26340
23430,26479
23505,26612
23603,26965
23703,27006
23939,27070
24014,27070
24100,27070
24290,27070
24485,27070
24641,27070
24797,27070
24862,27070
24898,27070
25031,27070
25165,27070
25352,27070
25358,27070
25584,27070
25681,27070
25732,27070
25739,27070
25817,27070
25905,27070
26091,27070
26226,27150
26249,27177
26417,27196
26419,27501
26467,27736
26500,27850
27070,27874
27128,27950
27166,28091
27380,28146
27476,28165
27533,28284
27584,28702
27706,28719
27744,28798
27746,29173
27765,29173
27877,29173
28054,29173
28181,29173
28183,29173
28220,29173
28706,29173
28959,29173
29173,29173
29211,29173
29363,29173
29372,29173
29392,29173
29419,29173
29704,29173
29736,29173
29788,29173
29886,29212
30095,29981
30184,30289
30218,30302
30226,30348
30446,30643
30527,30714
30553,30896
30896,30896
30911,30896
31257,30896
31310,30896
31604,30896
31875,30896
31951,30896
31968,30896
32244,30896
32644,30896
32727,30919
32764,30991
32823,31064
32843,31090
33011,31091
33040,31121
33107,31191
33210,31261
33277,31390
33370,31518
33445,31634
33546,31728
33552,31755
33576,31760
33848,31808
33958,32158
34231,32348
34283,32469
34408,32642
34436,32643
34505,32678
34516,32771
34555,33049
34577,33109
34636,33147
34661,33168
34755,33277
34774,33277
34804,33277
34822,33277
34837,33277
35021,33277
35057,33277
35108,33277
35131,33277
35170,33277
35181,33277
35258,33277
35342,33277
35361,33277
35374,33363
35583,33630
35618,34404
35671,34453
35791,34468
35793,34498
35811,34526
35913,34705
35963,34779
36053,34868
36082,35005
36238,35037
36309,35041
36332,35246
36349,35253
36484,35305
36523,35338
36590,35357
36638,35447
36681,35481
36722,35541
36896,35592
37042,35599
37090,35706
37093,35936
37119,35985
37339,36335
37447,36454
37495,36795
37553,36878
37585,36929
37597,36931
37614,37042
37624,37042
37699,37042
37756,37042
37843,37042
37954,37042
38150,37042
38159,37042
38276,37042
38321,37042
38432,37042
38685,37042
38754,37042
38798,37520
38864,38193
38898,38561
38913,38731
38935,38777
38939,38881
39103,39000
39320,39235
39443,39465
39543,39600
39681,39762
39913,39913
40036,39913
40042,39913
40107,39913
40208,39913
40251,39913
40614,39913
40755,39913
40799,39913
40819,39913
40826,39913
40906,39913
41063,39957
41319,40001
41649,40341
41730,40607
41901,40691
42089,40771
42157,40781
42255,40976
42321,41046
42362,41190
42398,41278
42526,41419
42599,41684
42673,41705
42712,41775
42825,41779
42882,41896
